web_id	cat	name_zh	추출코드	매칭행수	최저가	최고가	대표SKU
495642	리튬전지in-situ	原位拉曼锂电池测试池（三电极）		0	0	0	
495608	리튬전지in-situ	拉曼压力电池测试池（两电极）		0	0	0	
495590	리튬전지in-situ	拉曼压力电池测试池（三电极）		0	0	0	
49173	전기화학in-situ	原位质谱电化学池		0	0	0	
2473582	전기화학in-situ	多功能原位测试池		0	0	0	
2345980	전기화학in-situ	原位拉曼蛇形流道气体扩散电解池		0	0	0	
2282078	전기화학in-situ	原位X射线吸收谱反应池		0	0	0	
1198643	전기화학in-situ	质谱-原位红外测试池		0	0	0	
1198611	전기화학in-situ	原位质谱流动电化学池		0	0	0	
1088788	전기화학in-situ	原位拉曼气体扩散3H型电解池		0	0	0	
497618	전기화학in-situ	原位拉曼电化学池		0	0	0	
497598	전기화학in-situ	原位拉曼H型可换膜电解池		0	0	0	
497594	전기화학in-situ	原位拉曼气体扩散H型电解池		0	0	0	
907253	전기화학in-situ	原位XRD电化学测试池		0	0	0	
907218	전기화학in-situ	原位拉曼电化学池（盘状基底）		0	0	0	
495364	전기화학in-situ	原位和频光谱测试池		0	0	0	
499682	전기화학in-situ	原位红外光谱电化学池-透射		0	0	0	
499662	전기화학in-situ	原位红外H型电化学池-外反射		0	0	0	
499638	전기화학in-situ	原位红外H型电化学池-内反射		0	0	0	
494983	일반셀	C001标准可变径电解池	C001	14	53000	315000	GU-GLCELL-C00130MLS,GU-GLCELL-C00130MLD,GU-GLCELL-C00150MLS,GU-GLCELL-C00150MLD,GU-GLCELL-C001100MLS,GU-GLCELL-C001100MLD
494960	일반셀	C002直型五口电解池	C002	0	0	0	
494962	일반셀	C002-2直型五口电解池-内插式	C002-2	18	245000	1155000	GU-GLCELL-C002210MLS,GU-GLCELL-C002210MLD,GU-GLCELL-C002230MLS,GU-GLCELL-C002230MLD,GU-GLCELL-C002250MLS,GU-GLCELL-C002250MLD
494929	일반셀	C004传统五口电解池	C004	16	1190000	3500000	GU-GLCELL-C004520MLS,GU-GLCELL-C004520MLD,GU-GLCELL-C00425MLS,GU-GLCELL-C00425MLD,GU-GLCELL-C00450MLS,GU-GLCELL-C00450MLD
494944	일반셀	C004-2全四氟传统五口电解池	C004-2	0	0	0	
494956	일반셀	多功能组合电解池		0	0	0	
493676	일반셀	C009球形腐蚀测试池	C009	4	1680000	2205000	GU-QZCELL-C009500ML,GU-QZCELL-C009500ML-2,GU-QZCELL-C0091000ML,GU-QZCELL-C0091000ML-2
493672	일반셀	C010平板腐蚀测试池	C010	8	122000	2800000	GU-QZCELL-C010250ML,GU-QZCELL-C010250ML-2,GU-QZCELL-C010500ML,GU-QZCELL-C010500ML-2,GU-QZCELL-C0101000ML,GU-QZCELL-C0101000ML-2
493669	일반셀	C011涂层评价测试池	C011	12	350000	875000	GU-QZCELL-C01130ML,GU-QZCELL-C01130ML-2,GU-QZCELL-C01150ML,GU-QZCELL-C01150ML-2,GU-QZCELL-C011100ML,GU-QZCELL-C011100ML-2
493660	일반셀	C019侧面光照电化学池	C019	0	0	0	
493619	일반셀	C026全四氟电解池	C026	0	0	0	
493631	일반셀	C026-2全四氟电化学池	C026-2	6	665000	2275000	GU-PHCELL-C026250ML,GU-PHCELL-C0262100ML,GU-PHCELL-C0262150ML,GU-PHCELL-C0262200ML,GU-PHCELL-C0262250ML,GU-PHCELL-C0262500ML
493585	일반셀	C029全四氟光电化学池	C029	0	0	0	
493555	일반셀	全四氟板状/片状作业电解池		0	0	0	
493539	일반셀	电解池配件		0	0	0	
2473591	일반셀	电化学发光电解池		0	0	0	
498030	H형셀	C007可换膜H型电解池	C007	0	0	0	
498020	H형셀	C007可换膜H型电解池-带取样	C007	0	0	0	
497988	H형셀	C007-10可换膜H型电解池	C007-10	3	578000	1050000	GU-MBCELL-C00710,GU-MBCELL-C00710-2,GU-MBCELL-C00710-3
497906	H형셀	C008可换膜3H型电解池	C008	0	0	0	
497899	H형셀	C008-10可换膜3H型电解池	C008-10	1	0	0	GU-MBCELL-C00810
497825	H형셀	C023带光窗可换膜H型电解池	C023	1	472000	472000	GU-HPCELL-DEMS대응반응셀C023기반표준C023대비추가금
497812	H형셀	C023-10带光窗可换膜H型电解池	C023-10	5	805000	1400000	GU-PHCELL-C023101,GU-PHCELL-C023102,GU-PHCELL-C023103,GU-PHCELL-C023104,GU-PHCELL-C023105
497787	H형셀	C024双光窗可换膜H型电解池	C024	0	0	0	
497780	H형셀	C024-10双光窗可换膜H型电解池	C024-10	2	1050000	1103000	GU-PHCELL-C024101,GU-PHCELL-C024102
497762	H형셀	C025可换膜3H型电解池	C025	0	0	0	
497749	H형셀	C025-10可换膜3H型电解池	C025-10	3	805000	1050000	GU-PHCELL-C025101,GU-PHCELL-C025102,GU-PHCELL-C025103
497668	H형셀	C027全四氟可换膜电解池	C027	0	0	0	
497645	H형셀	C032-1全四氟H型可换膜电解池	C032-1	4	875000	1103000	GU-PHCELL-C032125ML,GU-PHCELL-C032140ML,GU-PHCELL-C032125ML-2,GU-PHCELL-C032140ML-2
497639	H형셀	C032-2全四氟H型可换膜电解池	C032-2	2	1050000	1050000	GU-PHCELL-C032225ML,GU-PHCELL-C032240ML
495500	H형셀	P002耐高压H型可换膜电解池	P002	3	333000	455000	GU-HPCELL-전극홀더P002P003계열,GU-HPCELL-백금판전극P002P003계열,GU-HPCELL-기준전극P002계열
495495	H형셀	P003耐高压H型可换膜电解池	P003	3	333000	455000	GU-HPCELL-전극홀더P002P003계열,GU-HPCELL-백금판전극P002P003계열,GU-HPCELL-기준전극P002계열
495158	석영분광셀	C012-1全石英方形光电化学池	C012-1	5	647000	1522000	GU-QZCELL-C0121303040MM,GU-QZCELL-C0121405060MM,GU-QZCELL-C0121505050MM,GU-QZCELL-C0121606060MM,GU-QZCELL-C0121505060MM
495157	석영분광셀	C012-2全石英方形光电化学池	C012-2	4	997000	1575000	GU-QZCELL-C0122303040MM,GU-QZCELL-C0122405060MM,GU-QZCELL-C0122505050MM,GU-QZCELL-C0122606060MM
495152	석영분광셀	C013-1薄层光谱测试电化学池	C013-1	1	1312000	1312000	GU-QZCELL-C01318651MM
495143	석영분광셀	C013-2薄层光谱测试电化学池	C013-2	1	2800000	2800000	GU-QZCELL-C01328651MM
495090	석영분광셀	C013-UV4000石英光谱池	C013-UV4000	0	0	0	
495077	석영분광셀	C014全石英小光电化学池-开放式	C014	4	403000	578000	GU-QZCELL-C014151220MM,GU-QZCELL-C014252030MM,GU-QZCELL-C014251532MM,GU-QZCELL-C014504650MM
495073	석영분광셀	C015全石英密封小光电化学池	C015	0	0	0	
495055	석영분광셀	C017全石英光电化学池	C017	0	0	0	
495030	석영분광셀	C018侧面光照全石英电化学池	C018	0	0	0	
2337501	전용기능셀	纯光催化反应池		0	0	0	
608608	전용기능셀	世伟洛克式电池测试池		0	0	0	
499453	전용기능셀	锌空气电池装置		0	0	0	
493549	전용기능셀	膜电导率测试装置		0	0	0	
196479	전기화학재료	X37-50 GradelRT交换膜		0	0	0	
491804	전기화학재료	阴离子交换膜-FUMA		0	0	0	
491797	전기화학재료	质子交换膜N115	N115	0	0	0	
491785	전기화학재료	质子交换膜N117	N117	1	350000	350000	GU-GDCELL-N117DUPONTNAFION117100100M
491783	전기화학재료	质子交换膜N211		0	0	0	
491760	전기화학재료	亲水碳纸（弱疏水）		0	0	0	
491751	전기화학재료	疏水碳纸		0	0	0	
491741	전기화학재료	亲水碳布（弱疏水）		0	0	0	
491735	전기화학재료	疏水碳布		0	0	0	
491714	전기화학재료	进口玻碳片		0	0	0	
491708	전기화학재료	进口石墨片		0	0	0	
491701	전기화학재료	泡沫镍		0	0	0	
491694	전기화학재료	泡沫铜		0	0	0	
491686	전기화학재료	银丝		0	0	0	
491660	전기화학재료	进口网状玻璃碳（RVC）		0	0	0	
491653	전기화학재료	铂丝		0	0	0	
491649	전기화학재료	黄金丝		0	0	0	
491643	전기화학재료	铂金片		0	0	0	
491640	전기화학재료	各种金属片		0	0	0	
499394	정밀맞춤	液流电池测试池		0	0	0	
499012	정밀맞춤	定制底部光照电化学池-200512		0	0	0	
492235	정밀맞춤	精品定制2020051201		0	0	0	
492232	정밀맞춤	精品定制2020050201		0	0	0	
492227	정밀맞춤	精品定制2020051203		0	0	0	
492212	정밀맞춤	精品定制2020050801		0	0	0	
492160	정밀맞춤	精品定制2020050601		0	0	0	
492145	정밀맞춤	精品定制2020043002		0	0	0	
492126	정밀맞춤	精品定制20200508		0	0	0	
492094	정밀맞춤	精品定制20200509		0	0	0	
492088	정밀맞춤	精品定制2020043001		0	0	0	
3193111	CO2RR음극촉매	CO₂RR 催化剂（Bi₂O₃基粉末）		0	0	0	
3193106	CO2RR음극촉매	CO₂RR 催化剂（Ag基粉末）		0	0	0	
3193099	CO2RR음극촉매	CO₂RR 催化剂（Cu基粉末）		0	0	0	
3191960	CO2RR음극촉매	CO₂RR 催化剂（Sn基粉末）		0	0	0	
3192338	CO2RR음극촉매	CO₂RR 催化剂（Bi₂O₃ GDE阴极）		0	0	0	
3192300	CO2RR음극촉매	CO₂RR 催化剂（Cu GDE阴极）		0	0	0	
3192267	CO2RR음극촉매	CO₂RR 催化剂（Ag GDE阴极）		0	0	0	
3192205	CO2RR음극촉매	CO₂RR 催化剂（Sn GDE阴极）		0	0	0	
3193715	CO2RR양극촉매	CO₂RR 阳极催化剂（钛毡氧化铱）		0	0	0	
3193703	CO2RR양극촉매	CO₂RR 阳极催化剂（碳纸氧化铱）		0	0	0	
3192221	CO2RR양극촉매	CO₂RR 阳极催化剂（钛毡氧化铱）		0	0	0	
3193731	CO2RR고체전해질	固态电解质		0	0	0	
49164	MEA막전극	膜电极电解池(阴极非金属材质）		0	0	0	
754365	MEA막전극	双极板膜电极反应池		0	0	0	
5917650	MEA막전극	水冷控温型膜电极电解池		0	0	0	
2330864	MEA막전극	电堆		0	0	0	
1198658	MEA막전극	可换通道MEA膜电极电解池		0	0	0	
1172288	MEA막전극	膜电极电解池大电流解决方案		0	0	0	
1100994	MEA막전극	可视化膜电极反应池		0	0	0	
499523	MEA막전극	石墨板膜电极反应池		0	0	0	
1791535	MEA막전극	膜电极加热控温仪		0	0	0	
2282049	Flowcell	膜电极-气体扩散多功能电解池		0	0	0	
499601	Flowcell	气体扩散电极电解池		0	0	0	
1022820	Flowcell	气体扩散电极电解池-CP系列		0	0	0	
2473567	Flowcell	可视化气固电化学池		0	0	0	
2473552	Flowcell	膜电极式气体扩散电解池		0	0	0	
1198596	Flowcell	气体扩散光电化学池		0	0	0	
499348	Flowcell	电容去离子装置		0	0	0	
499035	Flowcell	光催化气体扩散电解池		0	0	0	
498995	Flowcell	蛇形-腔室流动池		0	0	0	
495509	PressureCell	P001耐高压电解池	P001	3	980000	1365000	GU-HPCELL-전극홀더P001계열,GU-HPCELL-백금판전극P001계열,GU-HPCELL-기준전극P001계열
495500	PressureCell	P002耐高压H型可换膜电解池	P002	3	333000	455000	GU-HPCELL-전극홀더P002P003계열,GU-HPCELL-백금판전극P002P003계열,GU-HPCELL-기준전극P002계열
495495	PressureCell	P003耐高压H型可换膜电解池	P003	3	333000	455000	GU-HPCELL-전극홀더P002P003계열,GU-HPCELL-백금판전극P002P003계열,GU-HPCELL-기준전극P002계열
492241	PressureCell	定制高压光催化池		0	0	0	
495795	PressureCell	压力电池评价测试池（两电극）		0	0	0	
495608	PressureCell	拉曼压力电池测试池（两电极）		0	0	0	
495590	PressureCell	拉曼压力电池测试池（三电极）		0	0	0	
491613	전극연마	电极抛光机		0	0	0	
491610	전극연마	抛光材料套装-P400型		0	0	0	
491606	전극연마	抛光材料套装-P800型		0	0	0	
491605	전극연마	抛光粉		0	0	0	
491600	전극연마	抛光布		0	0	0	
491581	전극연마	电极抛光盒		0	0	0	
195051	계측장비	旋转圆盘/圆环电极装置		0	0	0	
195052	계측장비	电化学工作站		0	0	0	
195053	계측장비	工作站电流放大器		0	0	0	
3356265	계측장비	纳米粒度电位分析仪		0	0	0	
3356242	계측장비	激光粒度分析仪		0	0	0	
917127	계측장비	便携式辣椒度分析仪		0	0	0	
